,Author Id,Number of Tweets Made
21246,#1324536643,98
89160,#412902994,98
111808,#866114280,98
87397,#390532211,98
109898,#834463226,98
68928,#255868015,98
70570,#26473068,98
33677,#1441171139267477514,98
103659,#7304662,98
68543,#2536482437,98
5036,#1090348660930445312,98
13316,#1222618221620027392,98
72904,#27914438,98
79172,#313240519,98
89262,#413868063,98
66166,#240844408,98
107378,#792016397593214976,98
27670,#1394278610945462272,98
32169,#1430294017309249542,98
84107,#3509372892,98
56357,#181141344,98
73200,#28080296,98
13649,#1227434209595228161,98
38264,#1476397952,98
75934,#2941556575,98
88745,#406953058,98
84047,#350178350,98
119407,#999671,98
99165,#595813551,98
111352,#85879750,98
2244,#1041898140456996864,98
83249,#3414339592,98
75779,#2934104665,98
91182,#44295042,98
13724,#1228589372217286656,98
104996,#752518885,98
76767,#2989213178,98
34075,#1444145751894884355,98
7217,#1127159989800509440,98
93307,#476466473,98
62878,#226395339,98
65095,#2359226774,98
72128,#2744494225,98
56266,#180418484,98
66959,#24504144,98
53728,#163776602,98
79913,#318255042,98
112520,#877996919544479744,98
34507,#1447065372507529222,98
113790,#899936218821009408,98
85344,#3654130166,98
98342,#5774252,98
93125,#4742843184,98
87945,#397042456,98
60127,#21088455,98
11621,#1196142276528918528,98
114872,#918336074803429376,98
76606,#297935289,98
26518,#1382865465689591808,98
62483,#22465255,98
21232,#1324456340824096768,98
59174,#200785811,98
37515,#1469695455948800000,98
97411,#5578902,98
37288,#1467609650614849536,98
72408,#276286457,98
19256,#1298807078,98
19118,#1297151824982454272,98
68328,#25233030,98
6470,#111407766,98
62422,#2244675416,98
55045,#1711414717,98
23010,#1346624494090166273,98
40103,#1487695090881466370,98
88283,#4010618585,98
9732,#1166343566022459393,98
106513,#777018397867413504,98
93850,#483611610,98
119290,#997665236810317824,98
70459,#263999460,98
3769,#1070035379829432320,98
64017,#231403942,98
35222,#1452193165713289221,98
55107,#171471462,98
87152,#387891185,98
48925,#1559718577514881024,98
37091,#1466086501486313480,98
12408,#1210049304812896256,97
44127,#1518018446516420608,97
84647,#35718207,97
76082,#294914381,97
69974,#26083,97
28471,#1402220065,97
13823,#1229962452218990592,97
11888,#1200359005,97
48297,#1553381030899249153,97
108988,#82079370,97
85584,#368741057,97
61194,#21818104,97
104213,#739445126175428609,97
74888,#28948314,97
100077,#615772324,97
115867,#936010549615214592,97
77671,#3036343118,97
74508,#2876774827,97
14110,#1234584913321443328,97
116699,#950286854523252736,97
115507,#929479287165501440,97
67652,#24853742,97
53947,#16496308,97
36947,#1464820978064805893,97
102913,#718335074509463553,97
53770,#16400289,97
78751,#3103790508,97
78764,#3104628697,97
40561,#1490912444549836803,97
90617,#4333245973,97
72686,#27806436,97
88666,#405884219,97
87051,#38655224,97
66862,#24445482,97
117592,#965940496269897728,97
55253,#1723142455,97
21007,#1321644972,97
77903,#3052154000,97
100476,#62419173,97
112864,#884173164,97
84111,#3509593392,97
26532,#1382956502684639233,97
97325,#555946158,97
87180,#3881460680,97
25609,#1373160064203198465,97
87283,#3892523359,97
80600,#3230542212,97
35097,#1451367167853678592,97
113117,#888611350288547840,97
28551,#1402926151161454592,97
87701,#3942170594,97
72767,#27847847,97
79874,#3180743887,97
94912,#500688480,97
63805,#230352954,97
18126,#1284736543,97
105960,#767917875541581824,97
119203,#99581193,97
60010,#20963690,97
91230,#44350195,97
5538,#1099249746,97
92360,#46309853,97
6617,#111678517,97
116610,#949122159082749958,97
100226,#618708098,97
70347,#263062406,97
63812,#2303791093,97
107048,#786583731825807365,97
55847,#17674127,97
2612,#1048713203482550273,97
54473,#16777514,97
9495,#1162504999747743744,97
1709,#1031604849006108673,97
91667,#451714855,97
56366,#181176075,97
104111,#73781851,97
79325,#3143234790,97
11328,#1191676335476768769,97
14180,#1235504251054350337,97
11696,#1197491038048391168,97
22247,#1336479583823007745,97
77177,#3010447350,97
62061,#2229244394,97
117270,#960041472039862274,97
106742,#780918492056788992,97
42988,#1509470279579291650,97
97196,#554288176,97
68208,#251667885,97
89516,#417012342,97
87210,#38839174,97
22489,#1339831318348058624,97
65940,#2395644319,97
67989,#25034061,97
83579,#34501140,97
42780,#1507675264502882305,96
52143,#1592478960692117506,96
103823,#732793319856701440,96
13451,#1224633519797940225,96
85890,#37254978,96
77836,#304741362,96
6413,#1113173453102698496,96
46394,#1535657963700236288,96
36121,#1458630108093181958,96
80177,#3197303911,96
65433,#23741676,96
85186,#363499699,96
62689,#2256076040,96
118421,#980961443418800128,96
77381,#3019596303,96
89791,#420973745,96
34575,#1447579724083986442,96
17719,#1279158435196485632,96
63067,#227230268,96
35853,#1456605539794776064,96
118655,#98547445,96
100981,#6369312,96
55215,#172160601,96
31135,#1422812427435925509,96
76016,#2944990634,96
39635,#1484580245160476672,96
63792,#2302881840,96
3666,#1068327681442242560,96
10366,#1176506915481763840,96
91026,#44032367,96
74236,#2861681646,96
22697,#1343038665069477889,96
103232,#723721713691713536,96
66422,#242089839,96
19177,#1297839441218646018,96
33627,#1440866638086086661,96
76909,#299502592,96
107196,#789258179381227521,96
25795,#1375201201273282566,96
47370,#1544834466,96
119061,#99296943,96
7142,#112604803,96
58261,#194400565,96
95837,#522699024,96
87046,#38650214,96
82424,#333276007,96
81503,#3283226731,96
7676,#1134012375181320192,96
12695,#1214068539163758593,96
93989,#485316887,96
82071,#33126029,96
60303,#21267760,96
57021,#186441554,96
18524,#1289441208930983937,96
75700,#2930868324,96
116917,#953873367089561600,96
78589,#3094883564,96
63302,#228268201,96
35602,#1455042526012796928,96
89621,#4185126622,96
69631,#2593442328,96
18870,#1294017183366836224,96
114191,#906255769,96
67446,#2474921557,96
110273,#840041111720669184,96
100780,#632456816,96
1083,#1019813510325288962,96
70625,#2650587691,96
34121,#1444448215718252545,96
14633,#1241539570442727424,96
60490,#214415833,96
99839,#61100569,96
89897,#42253276,96
88103,#399011580,96
14121,#1234703988357861376,96
83957,#34900308,96
101931,#70314632,96
32711,#1434148147660345348,96
44102,#1517825973332643841,96
61963,#2224135046,96
2665,#1049608138029064193,96
4491,#1081494442639380480,96
897,#1016655272289300480,96
39903,#14865972,96
63061,#22721357,96
30392,#1417793353555447809,96
79428,#3150783882,96
22517,#134039890,96
88076,#398644989,96
24855,#1365186567308910593,95
103162,#722627755355930624,95
29250,#14093867,95
14202,#123583608,95
11166,#1189422979823702017,95
11332,#1191715770524241920,95
58333,#1948414496,95
78980,#3117407057,95
38466,#1477701981997203457,95
24862,#1365253988258512896,95
32466,#1432502394168827905,95
74744,#2888812321,95
68491,#25328676,95
112765,#882520295801802753,95
75360,#291535646,95
72902,#2791440932,95
74976,#289872599,95
89747,#42025558,95
109294,#825689223525068800,95
90389,#429995245,95
32765,#1434560910,95
97874,#56655814,95
95155,#506904837,95
106136,#77081430,95
25608,#1373156386494840833,95
76011,#2944952702,95
65751,#238779840,95
103280,#724377961575550976,95
84938,#36054675,95
118764,#987311990224732160,95
9135,#1156689138411720704,95
32579,#1433266796014931969,95
68002,#250369491,95
58980,#19884750,95
89095,#41196169,95
6150,#1108937602869030913,95
110720,#847326590631428097,95
39008,#1480760343395717121,95
54554,#16822707,95
8472,#1146735876,95
15621,#1252922974824312837,95
85386,#36596327,95
87115,#387415324,95
12627,#1213368286794006534,95
15664,#1253273713920761857,95
56202,#17985783,95
16552,#1264166125127864323,95
14680,#1242035593808244736,95
32078,#142959608,95
23295,#1349219517998661634,95
96062,#528019673,95
119395,#99950217,95
100393,#622321177,95
69930,#260569804,95
107990,#802459533628932097,95
68429,#252842516,95
32682,#1433970453639360513,95
41821,#14999768,95
45382,#1526508340192260096,95
62965,#22690060,95
108197,#806453235271790592,95
11561,#1195051945,95
112579,#87899013,95
30304,#1417178206608658433,95
14341,#12379042,95
27536,#1393078188633313282,95
79226,#313725695,95
97030,#550626660,95
2135,#1039971420,95
35716,#1455726846213967875,95
63473,#2289472159,95
100188,#617861636,95
42011,#1501155387386384399,95
85897,#372649555,95
59918,#208528305,95
52643,#1598425866802905088,95
29878,#1414085337136070658,95
36119,#1458614088,95
12542,#1212129632264212480,95
25336,#1370214156,95
77076,#3004571329,95
15644,#1253162821979795456,95
66280,#2413878102,95
108045,#803519669269209089,95
61543,#21994443,95
99471,#60263516,95
58244,#194313072,95
72413,#276315321,95
16255,#1260574516054577154,95
71807,#272647282,95
59565,#204693008,94
54636,#1687188320,94
95700,#519448036,94
71985,#2737150530,94
56006,#178074513,94
96297,#534078903,94
106930,#784753230,94
14544,#1240479955370164224,94
31972,#1428746196986712071,94
27466,#1392450900434702345,94
117514,#964469424513155073,94
31110,#1422629934900539392,94
69596,#259162759,94
12777,#1214764744738922496,94
39570,#1484111496439566336,94
102861,#71724311,94
28284,#1400587861364121601,94
3225,#1059648822412959744,94
71160,#268981881,94
98315,#576821415,94
42036,#1501367054443560961,94
84708,#357978151,94
45442,#152707706,94
17955,#128233669,94
17953,#1282289070505250816,94
42843,#1508335920000671746,94
31586,#1426084229436215301,94
114873,#918348764707831808,94
78042,#3061366796,94
68271,#2520339168,94
118119,#975654564828348416,94
17942,#1282158904269393921,94
117983,#973106699442647040,94
69802,#259927963,94
40719,#1492099750841454593,94
63078,#2272620536,94
85917,#372833244,94
118034,#974046614879854592,94
68579,#2539280016,94
71115,#268659053,94
67110,#2458802184,94
23889,#1355352145910931459,94
35789,#1456170717083361281,94
94057,#486199326,94
21422,#1326655058461650944,94
92811,#470115568,94
101753,#700675941115138048,94
58658,#19677734,94
47941,#1550033819360968705,94
89809,#42134783,94
104668,#747006920393842688,94
100768,#631965898,94
114557,#912605283519684608,94
80665,#3233976373,94
44077,#1517695849530556417,94
41724,#14992441,94
73578,#28303169,94
92454,#4646810532,94
118995,#991461965473107968,94
45087,#1524134701,94
93578,#480050380,94
13474,#1224976340526358529,94
107427,#792900571086802944,94
103304,#724768066538622976,94
18819,#1293284670415572993,94
25859,#137572785,94
74441,#287467301,94
65889,#239307910,94
55041,#17111466,94
111761,#865206280100519937,94
37991,#1474218391,94
15136,#1247261691693248512,94
100913,#635199383,94
89290,#414362611,94
112609,#879605748149346305,94
40489,#149040939,94
42438,#1504578149841240064,94
68748,#2548104230,94
3965,#1072997660833894405,94
115334,#926657276307312640,94
63917,#2307880392,94
63713,#229975544,94
57657,#190555951,94
63526,#22906665,94
74382,#2870452784,94
14085,#1234260382568476672,94
111063,#853788125566337026,94
102078,#705360113649856512,94
3217,#105952626,94
93458,#478449165,94
24429,#1361042994900557824,94
15960,#1256865075152867329,94
6461,#1113953639666573312,94
69483,#2585880482,94
19152,#129761322,94
6786,#1119865130861219841,94
54103,#16575102,94
3241,#1059982095152439297,94
37906,#1473487453927272449,94
109534,#828918776,94
7914,#113794218,94
51995,#1590876257452892160,94
57325,#188549258,94
94280,#4894922245,93
1803,#1033545610924703744,93
116689,#950185811231698944,93
21308,#1325242468002983936,93
58065,#193182985,93
41739,#1499298289245892609,93
100983,#636988821,93
103492,#72788083,93
5524,#109893806,93
56864,#18551698,93
56162,#179409963,93
2790,#1052014821565054976,93
95503,#515390294,93
19063,#1296408229669244930,93
71206,#2691995971,93
18076,#1283826404669353985,93
115133,#923033940931133440,93
42123,#150191801,93
7733,#1135113055841292288,93
36874,#146424952,93
27742,#1395090199525265408,93
4438,#1080594439691689984,93
20661,#1317411246,93
23185,#1348238594721206279,93
77406,#3020917699,93
17313,#1273746746234015745,93
40930,#1493733582409371659,93
14503,#1240025070,93
60651,#21531997,93
62194,#22349102,93
31494,#1425554642960732164,93
91345,#44578513,93
70048,#26124551,93
84488,#3557778678,93
112100,#871131848033787904,93
9234,#1158581956981825536,93
83305,#342045650,93
11335,#1191729341895450626,93
69562,#2590420356,93
3791,#1070231519803801600,93
72249,#275410240,93
23934,#1355825200659537920,93
21224,#1324342670685188098,93
56412,#18176997,93
66840,#2443180476,93
90144,#42583450,93
16769,#1266852829055967232,93
107282,#790781227498254336,93
39853,#148626883,93
34642,#1448063818735579136,93
11417,#119288252,93
88715,#406597886,93
4652,#1084383295335411712,93
86838,#3838687152,93
15686,#1253522423908937734,93
77441,#3023071620,93
112662,#880755393290395648,93
90723,#435066652,93
27295,#1390851508862812160,93
72202,#27506135,93
115958,#937625002618208257,93
16070,#1258279419426123778,93
74513,#28769019,93
20916,#1320659361966878720,93
112205,#872782205998604288,93
36982,#1465171351090520064,93
11371,#119221622,93
118746,#986987007195856896,93
72188,#274924849,93
14089,#1234326981988110336,93
84925,#3604537274,93
53152,#160827816,93
72342,#275964665,93
117972,#972912181032386560,93
99455,#6021882,93
17474,#1275972955466424320,93
54631,#1686873912,93
101222,#6566962,93
76998,#299978682,93
8555,#1148083551369224192,93
8431,#114625323,93
91219,#44334649,93
77304,#3016119392,93
97314,#55577700,93
97333,#556241360,93
4231,#1076758053872009216,93
96945,#54874945,93
42106,#1501812053316571137,93
22410,#1338895443443372032,93
34493,#1447006058518507527,93
14275,#1237093566,93
99223,#597076862,93
47305,#1544252250557542400,93
108620,#814732702997889024,93
117429,#96294093,93
76878,#2994248131,93
116138,#940433594,93
34457,#1446671083898171394,93
106679,#780016677802999808,93
49719,#1568216784943337472,93
57574,#190093200,93
68109,#2508650498,93
23324,#1349540741551255554,93
56722,#184369744,93
25278,#1369509111826554881,93
21863,#1332280066777042944,93
94202,#48851110,93
90685,#434612569,92
51111,#1582008572543893504,92
62177,#22345766,92
62837,#22619038,92
15165,#1247573232900665344,92
102371,#709992777392726017,92
97147,#553310391,92
30725,#1419983797,92
104280,#740375407665389568,92
83678,#345877098,92
35782,#1456122581237452802,92
29822,#1413638135800471560,92
5981,#1106166269403779072,92
1826,#1033993085867319296,92
30837,#1420747040422723589,92
5991,#1106393127303012352,92
43969,#1516782168546021376,92
117249,#959668204216844288,92
17758,#1279634072680071170,92
42409,#1504345961396858882,92
55455,#17361364,92
7746,#113531852,92
72727,#27827107,92
70436,#263781604,92
77463,#3023868518,92
87797,#395223565,92
94979,#502287201,92
118322,#979128394364289024,92
97477,#558989298,92
70569,#2647302752,92
85857,#372129926,92
64320,#232792937,92
86621,#38108278,92
87404,#390605572,92
76043,#2946088020,92
54804,#16950712,92
693,#101318757,92
10351,#117627643,92
49635,#1567350593014104067,92
20790,#1319267879326367744,92
68407,#25272442,92
77180,#3010535334,92
90171,#4262319134,92
35152,#145177857,92
54561,#1682909652,92
19970,#13081512,92
74250,#286297338,92
7584,#113278387,92
22604,#1341535706313752576,92
79081,#312433538,92
71096,#2685187076,92
61784,#221285987,92
35827,#1456454456870985733,92
85330,#365306378,92
36438,#1460897070915616771,92
112419,#876034276755595264,92
71453,#270616346,92
116852,#952877149467287553,92
